Sale_ID,Date,Product,Category,Quantity,Unit_Price,Revenue,Customer_ID,Region
SALE10105,2024-02-29,Ring Light,Accessories,1,72.23,72.23,CUST4185,West
SALE10106,2024-05-21,Wireless Charger,Accessories,1,23.54,23.54,CUST1090,North
SALE10107,2024-03-11,USB Hub,Accessories,2,27.04,54.08,CUST9486,West
SALE10108,2023-02-21,USB Flash Drive 128GB,Storage,1,21.23,21.23,CUST2988,West
SALE10109,2023-05-17,Desk Mat,Accessories,1,31.26,31.26,CUST9702,Central
SALE10110,2024-09-01,Mouse Pad,Accessories,1,24.0,24.0,CUST8251,Central
SALE10111,2024-05-31,Laptop Bag,Accessories,1,106.45,106.45,CUST9976,West
SALE10112,2023-06-12,USB-C Adapter,Accessories,3,45.15,135.45,CUST8373,East
SALE10113,2023-09-11,Cable Management,Accessories,2,22.75,45.5,CUST9540,West
SALE10114,2024-10-03,USB Hub,Accessories,1,30.98,30.98,CUST2269,East
SALE10115,2023-08-29,Laptop Stand,Accessories,3,53.51,160.53,CUST9849,North
SALE10116,2023-05-22,Monitor 27in,Displays,2,246.25,492.5,CUST3503,South
SALE10117,2023-03-07,Laptop Bag,Accessories,1,72.61,72.61,CUST9890,West
SALE10118,2024-03-01,Wireless Mouse,Accessories,3,21.21,63.63,CUST7883,West
SALE10119,2024-08-21,Power Bank,Accessories,1,21.17,21.17,CUST7232,West
SALE10120,2023-01-07,USB Flash Drive 64GB,Storage,2,14.48,28.96,CUST7389,West
SALE10121,2024-07-05,USB-C Adapter,Accessories,3,40.71,122.13,CUST4613,West
SALE10122,2023-08-13,Laptop Stand,Accessories,1,60.51,60.51,CUST1475,West
SALE10123,2023-12-11,Bluetooth Speaker,Audio,1,111.5,111.5,CUST7624,South
SALE10124,2024-04-23,External SSD 1TB,Storage,1,88.93,88.93,CUST9751,North
SALE10125,2024-02-08,Laptop Cooling Pad,Accessories,1,42.58,42.58,CUST1444,North
SALE10126,2024-10-20,Laptop Bag,Accessories,2,50.86,101.72,CUST8564,South
SALE10127,2023-02-21,Laptop Stand,Accessories,3,56.54,169.62,CUST4467,West
SALE10128,2023-12-01,Mouse Pad,Accessories,1,20.22,20.22,CUST7211,East
SALE10129,2024-03-07,Laptop Stand,Accessories,1,88.44,88.44,CUST8705,North
SALE10130,2024-07-06,Wireless Mouse,Accessories,1,45.0,45.0,CUST6733,South
SALE10131,2024-10-27,Keyboard Mechanical,Accessories,1,173.75,173.75,CUST1659,North
SALE10132,2023-09-11,Headphones Wireless,Audio,1,261.41,261.41,CUST3496,South
SALE10133,2023-05-10,HDMI Cable,Cables,1,30.08,30.08,CUST4571,West
SALE10134,2024-12-17,Laptop Stand,Accessories,4,83.68,334.72,CUST3749,Central
SALE10135,2024-09-13,USB-C Adapter,Accessories,1,40.14,40.14,CUST3683,East
SALE10136,2023-04-21,Laptop Cooling Pad,Accessories,1,21.03,21.03,CUST6111,Central
SALE10137,2024-11-24,External SSD 1TB,Storage,2,147.07,294.14,CUST7498,South
SALE10138,2023-03-19,Laptop Cooling Pad,Accessories,1,47.62,47.62,CUST4978,North
SALE10139,2024-12-14,Laptop Sleeve,Accessories,4,32.06,128.24,CUST2983,Central
SALE10140,2023-02-12,USB Flash Drive 64GB,Storage,4,17.99,71.96,CUST7071,North
SALE10141,2024-06-02,Monitor Stand,Accessories,1,53.89,53.89,CUST7882,West
SALE10142,2023-04-19,Laptop Bag,Accessories,1,116.86,116.86,CUST8532,South
SALE10143,2024-03-21,Webcam HD,Accessories,1,123.38,123.38,CUST5425,Central
SALE10144,2024-07-05,Laptop Sleeve,Accessories,1,39.34,39.34,CUST8136,Central
SALE10145,2023-10-02,Mouse Pad,Accessories,1,22.03,22.03,CUST2419,East
SALE10146,2024-04-06,USB Hub,Accessories,1,50.02,50.02,CUST7209,East
SALE10147,2023-01-30,HDMI Cable,Cables,1,35.53,35.53,CUST3979,West
SALE10148,2023-08-06,USB Flash Drive 64GB,Storage,1,21.97,21.97,CUST6576,East
SALE10149,2024-09-02,Power Bank,Accessories,1,72.81,72.81,CUST1166,Central
SALE10150,2023-07-15,Keyboard Mechanical,Accessories,3,108.96,326.88,CUST7658,West
SALE10151,2024-07-22,Laptop Sleeve,Accessories,1,29.61,29.61,CUST8800,West
SALE10152,2024-04-03,Desk Mat,Accessories,1,15.6,15.6,CUST5820,South
SALE10153,2024-02-19,Power Bank,Accessories,1,34.6,34.6,CUST7046,West
SALE10154,2024-07-20,Keyboard Wrist Rest,Accessories,5,23.59,117.95,CUST6419,East
SALE10155,2024-12-20,Screen Cleaner,Accessories,1,7.71,7.71,CUST5118,South
SALE10156,2023-05-04,USB-C Adapter,Accessories,1,21.74,21.74,CUST2958,Central
SALE10157,2024-12-07,Webcam HD,Accessories,2,69.15,138.3,CUST8933,East
SALE10158,2024-08-26,Laptop Sleeve,Accessories,1,40.99,40.99,CUST5636,North
SALE10159,2023-07-18,Desk Lamp,Furniture,2,37.51,75.02,CUST3939,East
SALE10160,2023-01-15,Power Bank,Accessories,1,52.05,52.05,CUST5494,North
SALE10161,2023-02-25,USB Flash Drive 128GB,Storage,1,22.3,22.3,CUST3068,West
SALE10162,2023-04-16,USB Microphone,Audio,1,51.84,51.84,CUST5658,West
SALE10163,2024-05-05,Screen Cleaner,Accessories,1,8.41,8.41,CUST1841,East
SALE10164,2024-05-04,USB-C Cable,Cables,1,26.44,26.44,CUST7565,West
SALE10165,2023-03-17,Laptop Cooling Pad,Accessories,2,45.18,90.36,CUST1878,South
SALE10166,2023-06-02,Desk Mat,Accessories,1,34.7,34.7,CUST5978,North
SALE10167,2023-09-12,USB-C Cable,Cables,1,21.16,21.16,CUST7818,Central
SALE10168,2024-09-02,Desk Mat,Accessories,1,36.64,36.64,CUST9561,West
SALE10169,2024-04-06,External SSD 1TB,Storage,1,110.99,110.99,CUST8025,East
SALE10170,2024-08-05,Desk Organizer,Furniture,1,17.11,17.11,CUST2625,South
SALE10171,2024-10-02,Headphones Wireless,Audio,1,123.52,123.52,CUST2330,South
SALE10172,2023-09-03,Webcam HD,Accessories,1,105.2,105.2,CUST3564,North
SALE10173,2024-02-23,Screen Cleaner,Accessories,1,11.89,11.89,CUST8699,East
SALE10174,2023-02-03,USB Hub,Accessories,1,31.52,31.52,CUST5632,West
SALE10175,2023-03-14,Bluetooth Speaker,Audio,1,58.01,58.01,CUST5334,Central
SALE10176,2024-11-08,Desk Mat,Accessories,1,47.68,47.68,CUST7965,North
SALE10177,2024-07-11,USB Hub,Accessories,1,45.91,45.91,CUST5352,South
SALE10178,2023-03-15,Wireless Mouse,Accessories,4,19.98,79.92,CUST6039,Central
SALE10179,2024-08-05,External SSD 1TB,Storage,1,100.2,100.2,CUST3037,West
SALE10180,2024-12-06,Desk Lamp,Furniture,1,63.49,63.49,CUST5460,Central
SALE10181,2024-07-06,HDMI Cable,Cables,1,23.13,23.13,CUST1653,West
SALE10182,2023-11-27,Desk Organizer,Furniture,3,23.76,71.28,CUST2496,South
SALE10183,2024-11-21,Cable Management,Accessories,3,27.21,81.63,CUST1339,East
SALE10184,2024-08-13,Wireless Mouse,Accessories,1,37.89,37.89,CUST3870,West
SALE10185,2024-06-15,Monitor Stand,Accessories,1,60.96,60.96,CUST5557,South
SALE10186,2024-08-22,Laptop Bag,Accessories,2,90.78,181.56,CUST9056,North
SALE10187,2024-04-26,USB Flash Drive 64GB,Storage,1,16.13,16.13,CUST6260,North
SALE10188,2023-06-14,Mouse Pad,Accessories,1,13.23,13.23,CUST9117,East
SALE10189,2024-11-09,Wireless Charger,Accessories,1,43.47,43.47,CUST1601,West
SALE10190,2023-04-01,Mouse Pad,Accessories,1,10.05,10.05,CUST2899,West
SALE10191,2024-06-10,Cable Management,Accessories,3,29.76,89.28,CUST9889,West
SALE10192,2024-02-28,Wireless Mouse,Accessories,3,20.63,61.89,CUST6927,Central
SALE10193,2024-05-25,Monitor Stand,Accessories,1,60.94,60.94,CUST1845,South
SALE10194,2023-10-01,USB Flash Drive 128GB,Storage,1,18.28,18.28,CUST5719,West
SALE10195,2024-12-16,HDMI Cable,Cables,1,13.64,13.64,CUST4920,South
SALE10196,2023-11-15,USB Flash Drive 128GB,Storage,2,15.34,30.68,CUST7684,North
SALE10197,2023-08-19,Cable Management,Accessories,3,28.26,84.78,CUST8560,North
SALE10198,2024-10-25,Cable Management,Accessories,3,13.08,39.24,CUST5781,Central
SALE10199,2024-12-23,Laptop Stand,Accessories,2,59.08,118.16,CUST8905,West
SALE10200,2023-09-07,Screen Cleaner,Accessories,1,10.51,10.51,CUST7284,South
SALE10201,2024-09-05,Keyboard Wrist Rest,Accessories,1,33.66,33.66,CUST3236,North
SALE10202,2023-10-10,Laptop Sleeve,Accessories,1,51.6,51.6,CUST7798,East
SALE10203,2024-06-03,Laptop Stand,Accessories,3,87.44,262.32,CUST5634,East
SALE10204,2024-08-24,Laptop Cooling Pad,Accessories,1,59.96,59.96,CUST9022,South
SALE10205,2024-04-02,USB Flash Drive 128GB,Storage,1,27.11,27.11,CUST6446,Central
SALE10206,2024-07-10,Wireless Charger,Accessories,1,30.94,30.94,CUST6272,South
SALE10207,2024-12-15,USB Hub,Accessories,1,42.87,42.87,CUST4826,West
SALE10208,2023-02-14,Mouse Pad,Accessories,1,19.89,19.89,CUST7246,West
SALE10209,2024-11-10,Desk Mat,Accessories,1,43.73,43.73,CUST3492,West
SALE10210,2023-02-07,Monitor 27in,Displays,1,300.46,300.46,CUST6439,North
SALE10211,2024-03-26,USB-C Cable,Cables,1,20.52,20.52,CUST8486,North
SALE10212,2023-05-28,Laptop Bag,Accessories,1,109.67,109.67,CUST3529,North
SALE10213,2024-04-25,Desk Mat,Accessories,1,48.92,48.92,CUST6546,Central
SALE10214,2024-12-10,Wireless Charger,Accessories,2,37.74,75.48,CUST6383,Central
SALE10215,2024-01-25,Mouse Pad,Accessories,1,17.54,17.54,CUST8994,Central
SALE10216,2023-02-06,Desk Organizer,Furniture,1,17.39,17.39,CUST5708,South
SALE10217,2023-04-03,Laptop Bag,Accessories,2,118.27,236.54,CUST2646,West
SALE10218,2023-06-20,Power Bank,Accessories,1,37.97,37.97,CUST1474,North
SALE10219,2023-11-29,Desk Mat,Accessories,2,16.96,33.92,CUST6873,East
SALE10220,2024-03-17,Monitor 27in,Displays,1,248.84,248.84,CUST7751,Central
SALE10221,2024-11-29,Desk Mat,Accessories,1,21.3,21.3,CUST3868,North
SALE10222,2024-09-16,USB Microphone,Audio,1,107.38,107.38,CUST4945,West
SALE10223,2024-08-20,Monitor 27in,Displays,1,246.44,246.44,CUST5161,West
SALE10224,2023-09-19,Bluetooth Speaker,Audio,1,31.13,31.13,CUST8622,East
SALE10225,2024-11-24,USB Flash Drive 128GB,Storage,1,18.95,18.95,CUST8237,East
SALE10226,2024-08-24,Desk Lamp,Furniture,4,60.14,240.56,CUST7951,East
SALE10227,2024-04-12,USB Microphone,Audio,1,95.32,95.32,CUST7302,West
SALE10228,2023-04-20,USB Hub,Accessories,3,35.25,105.75,CUST6881,Central
SALE10229,2023-10-30,Power Bank,Accessories,1,37.71,37.71,CUST7484,East
SALE10230,2023-01-09,Laptop Cooling Pad,Accessories,2,54.6,109.2,CUST1803,Central
SALE10231,2024-05-23,Cable Management,Accessories,1,28.08,28.08,CUST5689,South
SALE10232,2024-09-13,Desk Mat,Accessories,1,27.33,27.33,CUST4115,Central
SALE10233,2023-09-14,Bluetooth Speaker,Audio,1,120.67,120.67,CUST3240,North
SALE10234,2024-10-04,Monitor Stand,Accessories,1,32.76,32.76,CUST8222,North
SALE10235,2024-08-16,USB Flash Drive 64GB,Storage,2,20.99,41.98,CUST2476,East
SALE10236,2023-12-01,USB-C Adapter,Accessories,1,29.54,29.54,CUST4289,South
SALE10237,2024-07-06,Ring Light,Accessories,1,97.86,97.86,CUST9697,Central
SALE10238,2023-10-07,Cable Management,Accessories,1,13.29,13.29,CUST8894,East
SALE10239,2023-12-13,Desk Mat,Accessories,1,19.03,19.03,CUST2233,South
SALE10240,2023-08-20,USB Microphone,Audio,4,151.45,605.8,CUST7511,Central
SALE10241,2024-01-10,Keyboard Mechanical,Accessories,4,174.88,699.52,CUST1228,East
SALE10242,2024-07-03,USB-C Cable,Cables,3,19.1,57.300000000000004,CUST5295,Central
SALE10243,2024-01-26,Cable Management,Accessories,1,22.77,22.77,CUST7086,North
SALE10244,2024-11-22,USB Hub,Accessories,1,38.86,38.86,CUST6374,Central
SALE10245,2023-08-15,Monitor Stand,Accessories,3,34.43,103.28999999999999,CUST8606,East
SALE10246,2024-10-26,Laptop Bag,Accessories,1,49.33,49.33,CUST1742,North
SALE10247,2023-11-08,HDMI Cable,Cables,4,13.48,53.92,CUST4846,Central
SALE10248,2023-05-19,Wireless Charger,Accessories,4,30.88,123.52,CUST9850,West
SALE10249,2024-08-24,USB-C Adapter,Accessories,3,40.43,121.28999999999999,CUST7797,North
SALE10250,2024-05-16,Desk Organizer,Furniture,1,29.28,29.28,CUST5583,North
SALE10251,2024-12-07,USB Flash Drive 64GB,Storage,1,13.26,13.26,CUST8285,South
SALE10252,2024-01-07,USB-C Cable,Cables,3,29.62,88.86,CUST7018,Central
SALE10253,2024-10-22,USB Flash Drive 64GB,Storage,1,10.91,10.91,CUST5520,South
SALE10254,2023-05-06,USB Microphone,Audio,1,173.63,173.63,CUST2501,South
SALE10255,2024-10-19,Monitor Stand,Accessories,1,71.8,71.8,CUST1349,North
SALE10256,2023-12-08,USB Hub,Accessories,4,59.55,238.2,CUST4362,North
SALE10257,2024-07-21,Headphones Wireless,Audio,1,200.73,200.73,CUST4817,East
SALE10258,2023-06-01,Desk Mat,Accessories,1,46.52,46.52,CUST1046,East
SALE10259,2023-05-29,Monitor 27in,Displays,1,308.04,308.04,CUST3858,North
SALE10260,2024-11-07,USB Microphone,Audio,1,53.87,53.87,CUST1243,East
SALE10261,2023-09-01,Laptop Cooling Pad,Accessories,5,32.95,164.75,CUST3854,East
SALE10262,2023-02-23,Monitor 27in,Displays,1,348.34,348.34,CUST9619,North
SALE10263,2023-03-07,HDMI Cable,Cables,1,23.45,23.45,CUST6931,Central
SALE10264,2024-08-30,USB-C Cable,Cables,3,19.04,57.12,CUST4629,Central
SALE10265,2023-02-14,USB-C Adapter,Accessories,2,42.41,84.82,CUST9543,East
SALE10266,2024-04-14,Monitor Stand,Accessories,1,97.48,97.48,CUST1996,West
SALE10267,2024-02-16,Laptop Bag,Accessories,2,94.89,189.78,CUST9032,West
SALE10268,2023-03-17,Ring Light,Accessories,1,31.06,31.06,CUST3430,North
SALE10269,2023-05-10,Laptop Stand,Accessories,1,73.7,73.7,CUST9984,East
SALE10270,2024-01-26,Desk Organizer,Furniture,2,33.57,67.14,CUST8433,Central
SALE10271,2024-09-11,Laptop Bag,Accessories,2,47.93,95.86,CUST2874,Central
SALE10272,2023-08-09,Laptop Bag,Accessories,3,76.12,228.36,CUST4743,West
SALE10273,2023-12-14,Cable Management,Accessories,3,19.07,57.21,CUST7815,North
SALE10274,2023-11-17,Laptop Bag,Accessories,1,65.0,65.0,CUST5176,East
SALE10275,2023-06-06,Bluetooth Speaker,Audio,1,140.76,140.76,CUST2099,North
SALE10276,2023-03-29,Keyboard Mechanical,Accessories,2,131.83,263.66,CUST7105,South
SALE10277,2024-07-23,Wireless Mouse,Accessories,1,32.59,32.59,CUST6400,North
SALE10278,2024-02-25,USB Flash Drive 64GB,Storage,2,23.1,46.2,CUST7929,North
SALE10279,2023-10-22,Desk Organizer,Furniture,2,25.94,51.88,CUST2697,Central
SALE10280,2024-06-03,Headphones Wireless,Audio,3,97.14,291.42,CUST8900,South
SALE10281,2023-04-21,USB Flash Drive 64GB,Storage,1,22.68,22.68,CUST7022,North
SALE10282,2023-10-13,Laptop Cooling Pad,Accessories,1,29.05,29.05,CUST8030,Central
SALE10283,2024-09-28,Desk Organizer,Furniture,1,38.62,38.62,CUST1430,Central
SALE10284,2024-11-04,Cable Management,Accessories,1,23.87,23.87,CUST1474,South
SALE10285,2023-10-07,Power Bank,Accessories,1,65.74,65.74,CUST6567,East
SALE10286,2023-01-07,Webcam HD,Accessories,1,136.99,136.99,CUST7566,North
SALE10287,2023-05-26,USB-C Adapter,Accessories,1,37.16,37.16,CUST1502,North
SALE10288,2024-06-27,Headphones Wireless,Audio,1,150.29,150.29,CUST8432,East
SALE10289,2023-06-11,USB Flash Drive 64GB,Storage,1,14.67,14.67,CUST6314,Central
SALE10290,2024-09-02,Keyboard Mechanical,Accessories,1,186.0,186.0,CUST3549,South
SALE10291,2024-09-24,Wireless Mouse,Accessories,1,35.22,35.22,CUST5458,West
SALE10292,2024-11-08,Laptop Bag,Accessories,2,78.85,157.7,CUST8242,West
SALE10293,2023-10-07,Headphones Wireless,Audio,1,241.19,241.19,CUST2864,East
SALE10294,2024-03-16,USB-C Cable,Cables,1,15.66,15.66,CUST8972,Central
SALE10295,2024-11-14,Desk Lamp,Furniture,1,27.5,27.5,CUST7475,Central
SALE10296,2023-02-26,Laptop Pro 15,Computers,2,1322.65,2645.3,CUST4460,South
SALE10297,2023-09-19,Desk Lamp,Furniture,1,43.05,43.05,CUST1126,West
SALE10298,2024-03-16,Webcam HD,Accessories,1,62.92,62.92,CUST9725,South
SALE10299,2024-05-27,USB Flash Drive 128GB,Storage,1,35.83,35.83,CUST6802,North
SALE10300,2024-02-11,USB Microphone,Audio,1,161.31,161.31,CUST8147,North
SALE10301,2024-04-15,External SSD 1TB,Storage,1,85.45,85.45,CUST6129,Central
SALE10302,2024-03-15,Laptop Cooling Pad,Accessories,1,36.18,36.18,CUST7843,East
SALE10303,2023-04-28,Wireless Charger,Accessories,1,15.73,15.73,CUST6321,South
SALE10304,2024-09-24,Screen Cleaner,Accessories,2,13.32,26.64,CUST6928,North
SALE10305,2024-03-23,USB Microphone,Audio,4,65.88,263.52,CUST8138,Central
SALE10306,2024-02-15,Keyboard Wrist Rest,Accessories,1,16.97,16.97,CUST6083,East
SALE10307,2023-08-15,Mouse Pad,Accessories,1,20.58,20.58,CUST2251,Central
SALE10308,2024-10-10,USB-C Cable,Cables,2,20.61,41.22,CUST4176,East
SALE10309,2023-12-26,USB-C Adapter,Accessories,1,48.54,48.54,CUST3419,South
SALE10310,2023-04-16,Monitor 27in,Displays,1,251.19,251.19,CUST3842,Central
SALE10311,2023-06-06,Laptop Sleeve,Accessories,1,50.37,50.37,CUST2234,South
